"","X1","X2","MeanDecreaseAccuracy","MeanDecreaseGini"
"Leuconostocaceae",0.179591968264997,-1.77758428732251,-1.09719641017555,0.126898333147983
"Aerococcaceae",-0.572120838889929,-2.42785372059846,-1.71731373129402,0.0818213361613038
"Clostridiaceae",1.32046108279841,-0.408229526419963,0.598467615939729,0.218906033022048
"Lachnospiraceae",1.0932124490637,-1.16787833343869,-0.0711026483133606,0.205076966184674
"Ruminococcaceae",3.21899710537711,-1.37788112366569,1.00727367482497,0.173525824644635
"Eubacteriaceae",2.59579325088662,0.428305504510634,2.20251453868554,0.0807452418117342
"Peptococcaceae",0.669706904065822,-1.13618823828919,-0.147083011709516,0.167124288953782
"Symbiobacteriaceae",2.26517589376271,-1.64834089891671,0.284047489031127,0.0545124948734418
"Thermoanaerobacteraceae",-1.02741743889482,-1.28912604742506,-1.47407864704776,0.120704667697578
"Thermoanaerobacterales.Family.III..Incertae.Sedis",-0.0195355589459411,-0.745201543614538,-0.563790458717638,0.134940097283146
"Halanaerobiaceae",0.056088509122873,-0.1634273524182,0.0813565633583897,0.0636226234789599
"Veillonellaceae",1.16153439190509,-1.40345567833402,-0.16139008935378,0.0839322981568436
"Sporomusaceae",1.26477814228731,-0.41776538944991,0.461272772204597,0.0549379721429184
"Acidaminococcaceae",1.08046864698413,-1.81123261370427,-0.633401144926654,0.023981859500165
"Erysipelotrichaceae",1.34420982228819,-0.0145744825152576,0.989992538058834,0.0898196192851421
"Streptomycetaceae",3.59886252796809,-2.26079489043916,1.45372429149145,0.206823332590838
"Mycobacteriaceae",3.0135066209044,-2.85293042591559,0.661649795354984,0.197772292461031
"Nocardiaceae",4.86887250290876,-0.939960714806426,2.44646309375739,0.176768222819302
"Corynebacteriaceae",2.25899117712873,-0.246689792773667,1.45141901631442,0.155134898796366
"Gordoniaceae",3.62343493205094,-1.88836277590953,1.38189559051484,0.0978457861071553
"Micrococcaceae",-1.3481642847424,-2.5444164006558,-2.50487293399667,0.182941548495584
"Microbacteriaceae",2.70555231551095,-0.966827993826992,1.11910380883032,0.169917096593714
"Brevibacteriaceae",0.104618963837249,1.37997655841556,0.843567312846206,0.0743291012018536
"Intrasporangiaceae",1.14157060392751,-2.43840725910496,-0.97257357006233,0.0627478269071494
"Dermacoccaceae",0.742806053044577,-2.37776072683791,-1.22068171803009,0.0409803318414131
"Pseudonocardiaceae",3.45638306614373,-1.17962477261344,1.63672951704875,0.191691525809595
"Propionibacteriaceae",1.31909928793104,-1.96397545645452,-0.403582768396068,0.177182283091314
"Nocardioidaceae",1.21931354553984,-1.09053690372356,0.104192450422338,0.1248738232498
"Micromonosporaceae",2.94143118519245,-1.96160926548722,1.0929120466031,0.154154035209151
"Nocardiopsaceae",-0.304266375099504,-1.66747144997876,-1.1028329458317,0.090865316976228
"Actinomycetaceae",-0.81134216834605,-1.46315518921299,-1.27897640809183,0.0823520074578109
"Jiangellaceae",2.3056463243118,-3.03390235628882,-0.357399697300868,0.097272717505671
"Frankiaceae",4.13408724052914,-1.12414346042619,2.2867589834137,0.127697111838799
"Bifidobacteriaceae",1.94354301679303,-1.41487440950298,0.49478167289868,0.137702317267887
"Kineosporiaceae",1.84955897295913,-0.833236230027449,0.250872736221149,0.0223017774196156
"Geodermatophilaceae",2.35394466206125,-0.102605716614713,1.24592247782282,0.0648474164865765
"Atopobiaceae",0.442776773132678,1.13380245367714,0.924030627309973,0.0992531474475713
"Conexibacteraceae",0.864625353300584,-1.46541228909847,-0.519482059062791,0.0447705594444039
"Rivulariaceae",1.52288759157855,-1.43659446307425,0.399541158229862,0.24646342383688
"Nostocaceae",0.675387479491648,-0.988785611101349,-0.0676714658574798,0.209194185794061
"Hapalosiphonaceae",-3.78700815979768,-2.20052435164581,-4.19128117383575,0.058450742735235
"Aphanizomenonaceae",-1.03882724992622,-1.69125917495618,-2.32524133208261,0.0850937735524686
"Acaryochloridaceae",-0.178360406021438,-1.2534294943021,-1.11623510252838,0.0440095485142572
"Prochloraceae",-0.567351509944655,-1.32992651006575,-1.24168179165606,0.161276007707742
"Synechococcaceae",-0.243281251005854,-1.54464314220735,-1.53237020284266,0.164582445249696
